71,The A Team,Ed Sheeran,688081,2017-01-08,['uk pop'; 'pop']
72,Stressed Out,Twenty One Pilots,685694,2017-01-08,['modern rock'; 'rock']
73,Faded,Alan Walker,669458,2017-01-08,['pop dance'; 'electro house']
74,Panda,Desiigner,668083,2017-01-08,['viral trap'; 'trap'; 'rap'; 'pop rap']
75,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,664606,2017-01-08,['san diego rap']
76,Setting Fires,The Chainsmokers,663524,2017-01-08,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
77,Love Yourself,Justin Bieber,653521,2017-01-08,['canadian pop'; 'post-teen pop'; 'pop']
78,Sucker for Pain (with Wiz Khalifa; Imagine Dragons; Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,648133,2017-01-08,['rap'; 'pop rap'; 'new orleans rap'; 'trap'; 'hip hop']
79,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,642467,2017-01-08,['shiver pop'; 'downtempo'; 'pop'; 'post-teen pop']
80,Controlla,Drake,637368,2017-01-08,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
81,Sorry,Justin Bieber,630974,2017-01-08,['canadian pop'; 'post-teen pop'; 'pop']
82,Versace on the Floor,Bruno Mars,628892,2017-01-08,['pop'; 'post-teen pop'; 'dance pop']
83,Work,Rihanna,628752,2017-01-08,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
84,X (feat. Future),21 Savage,625598,2017-01-08,['atl hip hop'; 'rap'; 'trap'; 'hip hop']
85,Shout Out to My Ex,Little Mix,619574,2017-01-08,['talent show'; 'pop'; 'girl group'; 'post-teen pop'; 'uk pop'; 'dance pop']
86,The Ocean (feat. Shy Martin),Mike Perry,618602,2017-01-08,['swedish tropical house'; 'tropical house'; 'pop dance'; 'pop edm'; 'deep tropical house'; 'edm'; 'electro house'; 'pop'; 'dance pop']
87,I Got You,Bebe Rexha,608969,2017-01-08,['pop'; 'dance pop'; 'post-teen pop'; 'electropop']
88,Traicionera,Sebastian Yatra,601725,2017-01-08,['reggaeton colombiano'; 'colombian pop'; 'reggaeton'; 'latin']
89,Hymn for the Weekend - Seeb Remix,Coldplay,596029,2017-01-08,['permanent wave'; 'pop']
90,La Bicicleta,Carlos Vives,593598,2017-01-08,['colombian pop'; 'champeta'; 'latin'; 'vallenato'; 'latin pop'; 'tropical']
91,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,591375,2017-01-08,['chicano rap']
92,Sneakin’,Drake,589620,2017-01-08,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
93,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,579117,2017-01-08,['trap'; 'pop rap'; 'chicago bop'; 'nyc rap'; 'rap'; 'viral trap']
94,No Heart,21 Savage,572718,2017-01-08,['atl hip hop'; 'rap'; 'trap'; 'hip hop']
95,Lighthouse - Andrelli Remix,Hearts & Colors,566488,2017-01-08,"['Sorry'; ""that one doesn't seem to be on any of these maps yet.""]"
96,Needed Me,Rihanna,565286,2017-01-08,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
97,Capsize,FRENSHIP,562400,2017-01-08,['la pop'; 'indie poptimism'; 'electropop'; 'tropical house'; 'pop edm'; 'pop dance']
98,iSpy (feat. Lil Yachty),KYLE,557432,2017-01-08,['pop rap'; 'rap'; 'social media pop']
99,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,554643,2017-01-08,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
100,Sidewalks,The Weeknd,553740,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
101,Redbone,Childish Gambino,550154,2017-01-08,['rap'; 'atl hip hop'; 'pop rap'; 'hip hop']
102,7 Years,Lukas Graham,550146,2017-01-08,['scandipop'; 'pop'; 'danish pop']
103,Fresh Eyes,Andy Grammer,549480,2017-01-08,['neo mellow'; 'pop rock'; 'pop'; 'post-teen pop'; 'modern rock'; 'dance pop']
104,Weak,AJR,542250,2017-01-08,['modern rock'; 'pop rap']
105,Deu Onda,MC G15,535902,2017-01-08,['funk carioca'; 'funk paulista'; 'funk ostentacao']
106,Cake By The Ocean,DNCE,535890,2017-01-08,['pop'; 'post-teen pop'; 'dance pop'; 'pop rock']
107,This Town,Niall Horan,534125,2017-01-08,['pop'; 'post-teen pop'; 'dance pop']
108,Dile Que Tu Me Quieres,Ozuna,533230,2017-01-08,['puerto rican pop'; 'trap latino'; 'reggaeton'; 'latin']
109,Shaky Shaky,Daddy Yankee,524787,2017-01-08,['reggaeton'; 'latin'; 'latin hip hop'; 'trap latino']
110,Six Feet Under,The Weeknd,520582,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
111,Ay Mi Dios (feat. Pitbull; Yandel & Chacal),IAmChino,519169,2017-01-08,['cubaton'; 'reggaeton']
112,Into You,Ariana Grande,513711,2017-01-08,['pop'; 'post-teen pop'; 'dance pop']
113,Dancing On My Own,Calum Scott,512596,2017-01-08,['indie cafe pop'; 'pop'; 'viral pop'; 'neo mellow']
114,Middle,DJ Snake,511854,2017-01-08,['pop'; 'electronic trap'; 'dance pop'; 'edm'; 'pop dance'; 'pop rap']
115,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,504437,2017-01-08,['uk pop'; 'pop']
116,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,498482,2017-01-08,['tropical house'; 'new french touch'; 'pop dance']
117,Send My Love (To Your New Lover),Adele,492168,2017-01-08,['pop soul'; 'british soul'; 'uk pop'; 'pop']
118,You Was Right,Lil Uzi Vert,489387,2017-01-08,['melodic rap'; 'philly rap'; 'rap'; 'trap']
119,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,488923,2017-01-08,['rap'; 'conscious hip hop'; 'chicago rap'; 'pop rap'; 'hip hop']
120,Love On The Brain,Rihanna,487266,2017-01-08,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
121,Fast Car,Jonas Blue,485312,2017-01-08,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
122,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,481251,2017-01-08,['indie pop rap'; 'oakland hip hop'; 'pop rap'; 'rap'; 'hip hop']
123,Me; Myself & I,G-Eazy,479471,2017-01-08,['indie pop rap'; 'oakland hip hop'; 'pop rap'; 'rap'; 'hip hop']
124,Dynamite (feat. Pretty Sister),Nause,479154,2017-01-08,['progressive electro house'; 'swedish pop'; 'edm'; 'pop dance']
125,Love on Me,Galantis,478876,2017-01-08,['pop dance'; 'tropical house'; 'edm'; 'dance pop'; 'pop'; 'electro house']
126,No Lie,Sean Paul,478639,2017-01-08,['dance pop'; 'dancehall'; 'pop rap'; 'pop']
127,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,475555,2017-01-08,['mexican pop'; 'latin pop'; 'dance pop'; 'latin'; 'pop']
128,The Greatest,Sia,474299,2017-01-08,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
129,Give Me Love,Ed Sheeran,473458,2017-01-08,['uk pop'; 'pop']
130,Final Song,MØ,472926,2017-01-08,['electropop'; 'pop'; 'tropical house'; 'dance pop'; 'art pop'; 'danish pop'; 'indie poptimism']
131,OOOUUU,Young M.A,472768,2017-01-08,['nyc rap'; 'lgbtq+ hip hop'; 'rap'; 'trap'; 'pop rap']
132,Don't,Ed Sheeran,472438,2017-01-08,['uk pop'; 'pop']
133,Lean On (feat. MØ & DJ Snake),Major Lazer,470949,2017-01-08,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
134,pick up the phone,Young Thug,470777,2017-01-08,['rap'; 'melodic rap'; 'trap'; 'atl hip hop'; 'atl trap'; 'pop rap'; 'hip hop'; 'gangster rap']
135,Touch,Little Mix,465238,2017-01-08,['talent show'; 'pop'; 'girl group'; 'post-teen pop'; 'uk pop'; 'dance pop']
136,Me llamas (feat. Maluma) - Remix,Piso 21,455330,2017-01-08,['reggaeton colombiano'; 'colombian pop'; 'reggaeton'; 'trap latino'; 'latin'; 'latin pop']
137,Vacaciones,Wisin,453519,2017-01-08,['latin'; 'reggaeton'; 'latin hip hop'; 'trap latino']
138,Hello,Adele,447372,2017-01-08,['pop soul'; 'british soul'; 'uk pop'; 'pop']
139,Swang,Rae Sremmurd,444819,2017-01-08,['rap'; 'mississippi hip hop'; 'melodic rap'; 'trap'; 'pop rap'; 'southern hip hop'; 'hip hop']
140,Sex,Cheat Codes,443623,2017-01-08,['pop dance'; 'tropical house'; 'pop'; 'edm'; 'dance pop'; 'electropop'; 'post-teen pop'; 'electro house'; 'pop edm']
141,Stitches,Shawn Mendes,440804,2017-01-08,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
142,Light,San Holo,440655,2017-01-08,['electronic trap'; 'edm'; 'future bass'; 'vapor twitch'; 'pop dance'; 'pop edm'; 'electropop'; 'electro house']
143,Tenerife Sea,Ed Sheeran,436333,2017-01-08,['uk pop'; 'pop']
144,Wake Up Where You Are,State of Sound,436112,2017-01-08,['swedish tropical house'; 'deep tropical house'; 'tropical house']
145,It's Gotta Be You,Isaiah Firebrace,429762,2017-01-08,['australian pop']
146,Roses (feat. ROZES),The Chainsmokers,427064,2017-01-08,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
147,Borro Cassette,Maluma,426662,2017-01-08,['reggaeton colombiano'; 'reggaeton'; 'latin']
148,September Song,JP Cooper,426257,2017-01-08,['uk pop'; 'pop'; 'neo mellow'; 'indie cafe pop'; 'tropical house'; 'pop rock']
149,Lush Life,Zara Larsson,425475,2017-01-08,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
150,Let It Go,James Bay,425396,2017-01-08,['pop'; 'neo mellow'; 'pop rock'; 'modern rock']
151,Andas En Mi Cabeza,Chino & Nacho,419794,2017-01-08,['tamaulipas rap']
152,Not Going Home (feat. Gia Koka),DVBBS,418939,2017-01-08,['pop dance'; 'edm'; 'canadian electronic'; 'slap house'; 'electro house'; 'tropical house'; 'pop edm'; 'dance pop']
153,Neighbors,J. Cole,418220,2017-01-08,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
154,Don't Leave,Snakehips,414770,2017-01-08,['tropical house'; 'edm'; 'electropop'; 'pop'; 'pop dance'; 'indie poptimism'; 'dance pop']
155,What Do You Mean?,Justin Bieber,408713,2017-01-08,['canadian pop'; 'post-teen pop'; 'pop']
156,Miss You,James Hersey,407040,2017-01-08,['tropical house']
157,Ain't My Fault,Zara Larsson,406487,2017-01-08,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
158,PILLOWTALK,ZAYN,405657,2017-01-08,['pop'; 'post-teen pop'; 'uk pop'; 'dance pop']
159,That's What I Like,Bruno Mars,402326,2017-01-08,['pop'; 'post-teen pop'; 'dance pop']
160,Taped up Heart (feat. Clara Mae),KREAM,399525,2017-01-08,['pop dance'; 'tropical house'; 'edm'; 'pop edm'; 'house'; 'electro house'; 'deep groove house'; 'dance pop'; 'progressive house']
161,Reminder,The Weeknd,398814,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
162,Hotline Bling,Drake,398149,2017-01-08,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
163,Cuatro Babys (feat. Trap Capos; Noriel; Bryant Myers & Juhn),Maluma,391872,2017-01-08,['reggaeton colombiano'; 'reggaeton'; 'latin']
164,The Hills,The Weeknd,391780,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
165,Jumpman,Drake,390830,2017-01-08,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
166,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,389047,2017-01-08,['detroit hip hop'; 'rap'; 'hip hop']
167,Cake - Challenge Version,Flo Rida,386567,2017-01-08,['miami hip hop'; 'dance pop'; 'pop rap'; 'pop']
168,No Role Modelz,J. Cole,383540,2017-01-08,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
169,Let Me Hold You (Turn Me On),Dante Klein,383183,2017-01-08,['pop edm']
170,No Money,Galantis,382785,2017-01-08,['pop dance'; 'tropical house'; 'edm'; 'dance pop'; 'pop'; 'electro house']
171,Oh Lord,MiC LOWRY,382755,2017-01-08,['pop r&b'; 'trap soul'; 'post-teen pop'; 'r&b'; 'chill r&b'; 'alternative r&b'; 'urban contemporary'; 'afroswing'; 'dance pop'; 'hip pop']
172,Never Be Like You,Flume,381304,2017-01-08,['australian electropop'; 'downtempo'; 'australian dance'; 'australian indie'; 'edm']
173,Low Life (feat. The Weeknd),Future,377661,2017-01-08,['rap'; 'atl hip hop'; 'trap'; 'pop rap'; 'southern hip hop']
174,Million Reasons,Lady Gaga,376061,2017-01-08,['pop'; 'post-teen pop'; 'dance pop']
175,Please Don't Go,Joel Adams,375778,2017-01-08,['pop soul'; 'australian pop']
176,Gyal You A Party Animal - Remix,Charly Black,373498,2017-01-08,['dancehall']
177,You & Me,Marc E. Bassy,371194,2017-01-08,['pop rap'; 'pop'; 'r&b'; 'electropop'; 'rap']
178,Die For You,The Weeknd,370131,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
179,Love$ick,Mura Masa,369221,2017-01-08,['channel islands indie'; 'vapor soul']
180,Used to This (feat. Drake),Future,369205,2017-01-08,['rap'; 'atl hip hop'; 'trap'; 'pop rap'; 'southern hip hop']
181,Gold,Kiiara,368999,2017-01-08,['electropop'; 'indie poptimism'; 'alt z'; 'pop'; 'dance pop']
182,Cocoon,Milky Chance,364387,2017-01-08,['german pop']
183,Rockin’,The Weeknd,362950,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
184,Lay It All on Me (feat. Ed Sheeran),Rudimental,362819,2017-01-08,['uk dance'; 'uk funky'; 'tropical house'; 'pop dance'; 'dance pop'; 'house'; 'pop'; 'edm']
185,Let Her Go,Passenger,359846,2017-01-08,['folk-pop'; 'neo mellow'; 'pop rock'; 'pop']
186,Kiss Me,Ed Sheeran,350858,2017-01-08,['uk pop'; 'pop']
187,Immortal,J. Cole,350628,2017-01-08,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
188,All of Me,John Legend,350205,2017-01-08,['pop soul'; 'neo soul'; 'pop'; 'r&b'; 'urban contemporary']
189,Cool Girl,Tove Lo,349476,2017-01-08,['pop'; 'swedish electropop'; 'electropop'; 'dance pop'; 'metropopolis'; 'swedish synthpop'; 'post-teen pop'; 'swedish pop'; 'pop rap']
190,Stay With Me,Sam Smith,348344,2017-01-08,['pop'; 'uk pop'; 'post-teen pop'; 'dance pop']
191,goosebumps,Travis Scott,346577,2017-01-08,['slap house'; 'rap']
192,Hymn for the Weekend,Coldplay,346401,2017-01-08,['permanent wave'; 'pop']
193,Can't Feel My Face,The Weeknd,344305,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
194,White Iverson,Post Malone,342009,2017-01-08,['dfw rap'; 'melodic rap'; 'rap']
195,'Till I Collapse,Eminem,340092,2017-01-08,['detroit hip hop'; 'rap'; 'hip hop']
196,Chillax (feat. Ky-Mani Marley),Farruko,338789,2017-01-08,['reggaeton'; 'latin'; 'latin hip hop'; 'trap latino']
197,When We Were Young,Adele,338674,2017-01-08,['pop soul'; 'british soul'; 'uk pop'; 'pop']
198,Say It (feat. Tove Lo),Flume,336764,2017-01-08,['australian electropop'; 'downtempo'; 'australian dance'; 'australian indie'; 'edm']
199,True Colors,The Weeknd,336364,2017-01-08,['canadian pop'; 'canadian contemporary r&b'; 'pop']
200,Moves,Big Sean,335714,2017-01-08,['rap'; 'pop rap'; 'detroit hip hop'; 'trap'; 'southern hip hop'; 'hip hop']
1,Shape of You,Ed Sheeran,7261007,2017-01-09,['uk pop'; 'pop']
2,Castle on the Hill,Ed Sheeran,4840898,2017-01-09,['uk pop'; 'pop']
3,Starboy,The Weeknd,3364512,2017-01-09,['canadian pop'; 'canadian contemporary r&b'; 'pop']
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3046633,2017-01-09,['pop'; 'uk dance'; 'dance pop'; 'uk funky'; 'tropical house'; 'pop dance'; 'post-teen pop'; 'edm']
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3042565,2017-01-09,['pop'; 'post-teen pop'; 'uk pop'; 'dance pop']
6,Closer,The Chainsmokers,2829337,2017-01-09,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
7,Say You Won't Let Go,James Arthur,2568220,2017-01-09,['pop'; 'uk pop'; 'talent show'; 'post-teen pop']
8,Don't Wanna Know,Maroon 5,2489412,2017-01-09,['pop'; 'pop rock']
9,I Feel It Coming,The Weeknd,2432378,2017-01-09,['canadian pop'; 'canadian contemporary r&b'; 'pop']
10,Fake Love,Drake,2420381,2017-01-09,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
11,Let Me Love You,DJ Snake,2285129,2017-01-09,['pop'; 'electronic trap'; 'dance pop'; 'edm'; 'pop dance'; 'pop rap']
12,Bad and Boujee (feat. Lil Uzi Vert),Migos,2189210,2017-01-09,['rap'; 'atl hip hop'; 'trap'; 'pop rap']
13,24K Magic,Bruno Mars,2173519,2017-01-09,['pop'; 'post-teen pop'; 'dance pop']
14,Call On Me - Ryan Riback Extended Remix,Starley,2107060,2017-01-09,['aussietronica'; 'tropical house'; 'pop dance']
15,Chantaje (feat. Maluma),Shakira,1991796,2017-01-09,['colombian pop'; 'dance pop'; 'latin pop'; 'pop'; 'latin']
16,Black Beatles,Rae Sremmurd,1979892,2017-01-09,['rap'; 'mississippi hip hop'; 'melodic rap'; 'trap'; 'pop rap'; 'southern hip hop'; 'hip hop']
17,Just Hold On,Steve Aoki,1942906,2017-01-09,['edm'; 'pop dance'; 'electro house'; 'tropical house'; 'dance pop'; 'pop']
18,Bad Things (with Camila Cabello),Machine Gun Kelly,1879294,2017-01-09,['ohio hip hop'; 'pop rap']
19,Side To Side,Ariana Grande,1744111,2017-01-09,['pop'; 'post-teen pop'; 'dance pop']
20,One Dance,Drake,1742848,2017-01-09,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
21,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1737463,2017-01-09,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
22,In the Name of Love,Martin Garrix,1722088,2017-01-09,['dutch edm'; 'pop dance'; 'edm'; 'tropical house'; 'pop'; 'progressive house'; 'dance pop']
23,Mercy,Shawn Mendes,1613336,2017-01-09,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
24,All We Know,The Chainsmokers,1551360,2017-01-09,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
25,Starving,Hailee Steinfeld,1467605,2017-01-09,['pop'; 'post-teen pop'; 'dance pop']
26,My Way,Calvin Harris,1419495,2017-01-09,['uk dance'; 'pop'; 'dance pop'; 'edm'; 'house'; 'progressive house'; 'pop dance'; 'electro house']
27,All Night,The Vamps,1404529,2017-01-09,['pop'; 'post-teen pop'; 'boy band'; 'dance pop']
28,Scars To Your Beautiful,Alessia Cara,1363849,2017-01-09,['pop'; 'post-teen pop'; 'canadian pop'; 'canadian contemporary r&b'; 'dance pop'; 'electropop']
29,I Would Like,Zara Larsson,1362547,2017-01-09,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
30,Shed a Light,Robin Schulz,1362252,2017-01-09,['german dance'; 'tropical house'; 'deep euro house'; 'pop dance'; 'deep house'; 'edm'; 'pop'; 'dance pop']
31,Heathens,Twenty One Pilots,1358268,2017-01-09,['modern rock'; 'rock']
32,Now and Later,Sage The Gemini,1340359,2017-01-09,['pop rap'; 'hyphy'; 'dance pop'; 'southern hip hop'; 'trap'; 'rap']
33,Love Me Now,John Legend,1327941,2017-01-09,['pop soul'; 'neo soul'; 'pop'; 'r&b'; 'urban contemporary']
34,Hear Me Now,Alok,1321868,2017-01-09,['pop nacional'; 'slap house'; 'electro house']
35,"How Far I'll Go - From ""Moana""",Alessia Cara,1320688,2017-01-09,['pop'; 'post-teen pop'; 'canadian pop'; 'canadian contemporary r&b'; 'dance pop'; 'electropop']
36,By Your Side,Jonas Blue,1296000,2017-01-09,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
37,Treat You Better,Shawn Mendes,1294909,2017-01-09,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
38,Don't Let Me Down (feat. Daya),The Chainsmokers,1239368,2017-01-09,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
39,Reggaetón Lento (Bailemos),CNCO,1202414,2017-01-09,['boy band'; 'latin pop'; 'reggaeton'; 'latin']
40,Photograph,Ed Sheeran,1199848,2017-01-09,['uk pop'; 'pop']
41,Alone,Alan Walker,1180221,2017-01-09,['pop dance'; 'electro house']
42,The Mack,Nevada,1146542,2017-01-09,['eurodance']
43,Caroline,Aminé,1113473,2017-01-09,['portland hip hop'; 'rap'; 'pop rap'; 'hip hop'; 'underground hip hop']
44,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1089013,2017-01-09,['pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1071048,2017-01-09,['dance pop'; 'pop']
46,The Greatest (feat. Kendrick Lamar),Sia,1038433,2017-01-09,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
47,Cheap Thrills,Sia,1017053,2017-01-09,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
48,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1001889,2017-01-09,['virginia hip hop'; 'alternative r&b'; 'underground hip hop'; 'trap'; 'pop rap'; 'rap']
49,Bounce Back,Big Sean,998112,2017-01-09,['rap'; 'pop rap'; 'detroit hip hop'; 'trap'; 'southern hip hop'; 'hip hop']
50,Safari,J Balvin,996211,2017-01-09,['reggaeton colombiano'; 'reggaeton'; 'trap latino'; 'latin']
51,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,973975,2017-01-09,['pop rap'; 'dance pop'; 'pop']
52,Solo Dance,Martin Jensen,958013,2017-01-09,['tropical house'; 'pop dance'; 'danish electronic'; 'edm'; 'dance pop'; 'pop edm'; 'deep house'; 'pop'; 'electro house']
53,Human,Rag'n'Bone Man,903297,2017-01-09,['neo soul']
54,Thinking out Loud,Ed Sheeran,891077,2017-01-09,['uk pop'; 'pop']
55,All Time Low,Jon Bellion,869066,2017-01-09,['pop rap']
56,Water Under the Bridge,Adele,857340,2017-01-09,['pop soul'; 'british soul'; 'uk pop'; 'pop']
57,Party Monster,The Weeknd,856280,2017-01-09,['canadian pop'; 'canadian contemporary r&b'; 'pop']
58,Make Me (Cry),Noah Cyrus,855499,2017-01-09,['pop'; 'post-teen pop'; 'alt z'; 'dance pop']
59,Vente Pa' Ca (feat. Maluma),Ricky Martin,837593,2017-01-09,['latin pop'; 'puerto rican pop'; 'mexican pop'; 'latin'; 'dance pop']
60,Sexual,NEIKED,835865,2017-01-09,['scandipop']
61,Deja Vu,J. Cole,830417,2017-01-09,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
62,Otra vez (feat. J Balvin),Zion & Lennox,829736,2017-01-09,['latin hip hop'; 'reggaeton'; 'latin'; 'trap latino'; 'reggaeton flow']
63,This Is What You Came For (feat. Rihanna),Calvin Harris,810954,2017-01-09,['uk dance'; 'pop'; 'dance pop'; 'edm'; 'house'; 'progressive house'; 'pop dance'; 'electro house']
64,Lot to Learn,Luke Christopher,789420,2017-01-09,['indie pop rap'; 'pop rap']
65,Sunset Lover,Petit Biscuit,781693,2017-01-09,['new french touch'; 'tropical house']
66,Perfect Strangers,Jonas Blue,760435,2017-01-09,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
67,Ride,Twenty One Pilots,755474,2017-01-09,['modern rock'; 'rock']
68,i hate u; i love u (feat. olivia o'brien),gnash,735787,2017-01-09,['indie cafe pop'; 'pop'; 'alt z'; 'social media pop'; 'sad rap'; 'electropop'; 'pop rap']
69,Too Good,Drake,735743,2017-01-09,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
70,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,721913,2017-01-09,['pop'; 'post-teen pop'; 'dance pop'; 'girl group'; 'talent show']
71,Setting Fires,The Chainsmokers,721188,2017-01-09,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
72,Stressed Out,Twenty One Pilots,710069,2017-01-09,['modern rock'; 'rock']
73,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,704139,2017-01-09,['shiver pop'; 'downtempo'; 'pop'; 'post-teen pop']
74,Faded,Alan Walker,700482,2017-01-09,['pop dance'; 'electro house']
75,I Got You,Bebe Rexha,693482,2017-01-09,['pop'; 'dance pop'; 'post-teen pop'; 'electropop']
76,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,688878,2017-01-09,['san diego rap']
77,Panda,Desiigner,681600,2017-01-09,['viral trap'; 'trap'; 'rap'; 'pop rap']
78,Love Yourself,Justin Bieber,681464,2017-01-09,['canadian pop'; 'post-teen pop'; 'pop']
79,Versace on the Floor,Bruno Mars,676190,2017-01-09,['pop'; 'post-teen pop'; 'dance pop']
80,X (feat. Future),21 Savage,673705,2017-01-09,['atl hip hop'; 'rap'; 'trap'; 'hip hop']
81,iSpy (feat. Lil Yachty),KYLE,668040,2017-01-09,['pop rap'; 'rap'; 'social media pop']
82,Sucker for Pain (with Wiz Khalifa; Imagine Dragons; Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,667302,2017-01-09,['rap'; 'pop rap'; 'new orleans rap'; 'trap'; 'hip hop']
83,Redbone,Childish Gambino,654255,2017-01-09,['rap'; 'atl hip hop'; 'pop rap'; 'hip hop']
84,Work,Rihanna,653939,2017-01-09,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
85,Sorry,Justin Bieber,647858,2017-01-09,['canadian pop'; 'post-teen pop'; 'pop']
86,Shout Out to My Ex,Little Mix,647382,2017-01-09,['talent show'; 'pop'; 'girl group'; 'post-teen pop'; 'uk pop'; 'dance pop']
87,The A Team,Ed Sheeran,643258,2017-01-09,['uk pop'; 'pop']
88,The Ocean (feat. Shy Martin),Mike Perry,642775,2017-01-09,['swedish tropical house'; 'tropical house'; 'pop dance'; 'pop edm'; 'deep tropical house'; 'edm'; 'electro house'; 'pop'; 'dance pop']
89,Lighthouse - Andrelli Remix,Hearts & Colors,640000,2017-01-09,"['Sorry'; ""that one doesn't seem to be on any of these maps yet.""]"
90,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,638704,2017-01-09,['chicano rap']
